,streetname_nl,house_number,municipality_name_nl,postcode
2146870,Kapelstraat,21,Essen,2910
2146891,Nieuwstraat,83,Essen,2910
2146892,Nieuwstraat,83,Essen,2910
2146893,Nieuwstraat,85,Essen,2910
2146894,Nieuwstraat,85,Essen,2910
2146898,Guido Gezellelaan,8,Essen,2910
2146916,Stationsstraat,10,Essen,2910
2146917,Stationsstraat,10,Essen,2910
2146920,Kloosterstraat,4,Essen,2910
2146921,Kloosterstraat,4,Essen,2910
2146922,Kloosterstraat,6,Essen,2910
2146923,Kloosterstraat,6,Essen,2910
2146928,Kloosterstraat,3A,Essen,2910
2146929,Kloosterstraat,5,Essen,2910
2146930,Kloosterstraat,5,Essen,2910
2146931,Kloosterstraat,7,Essen,2910
2146932,Kloosterstraat,7,Essen,2910
2146933,Kloosterstraat,9,Essen,2910
2146934,Kloosterstraat,9,Essen,2910
2149740,Nieuwstraat,63,Essen,2910
2149741,Nieuwstraat,63,Essen,2910
2149742,Kloosterstraat,40,Essen,2910
2149743,Kloosterstraat,40,Essen,2910
2149744,Kloosterstraat,42,Essen,2910
2149745,Kloosterstraat,44,Essen,2910
2149750,Kloosterstraat,46,Essen,2910
2149751,Kloosterstraat,46,Essen,2910
2149851,Nieuwstraat,35,Essen,2910
2149852,Nieuwstraat,35,Essen,2910
2149853,Nieuwstraat,35,Essen,2910
2149854,Nieuwstraat,35,Essen,2910
2149855,Nieuwstraat,35,Essen,2910
2149856,Nieuwstraat,33,Essen,2910
2149857,Nieuwstraat,33,Essen,2910
2149858,Nieuwstraat,33,Essen,2910
2149859,Nieuwstraat,33,Essen,2910
2149860,Nieuwstraat,33,Essen,2910
2149861,Nieuwstraat,37,Essen,2910
2149862,Nieuwstraat,37,Essen,2910
2149863,Nieuwstraat,37,Essen,2910
2149864,Nieuwstraat,37,Essen,2910
2149865,Nieuwstraat,37,Essen,2910
2149866,Nieuwstraat,46,Essen,2910
2149867,Nieuwstraat,46,Essen,2910
2149868,Nieuwstraat,46,Essen,2910
2149869,Nieuwstraat,46,Essen,2910
2149870,Nieuwstraat,48,Essen,2910
2149871,Nieuwstraat,48,Essen,2910
2150336,Nieuwstraat,40,Essen,2910
2150337,Nieuwstraat,40,Essen,2910
2150342,Nieuwstraat,42,Essen,2910
2150343,Nieuwstraat,42,Essen,2910
2150351,Watermolenstraat,2,Essen,2910
2150352,Watermolenstraat,2,Essen,2910
2150353,Watermolenstraat,4,Essen,2910
2150354,Watermolenstraat,4,Essen,2910
2150383,Melkerijstraat,1B,Essen,2910
2150384,Melkerijstraat,1B,Essen,2910
2150385,Melkerijstraat,1A,Essen,2910
2150386,Melkerijstraat,1A,Essen,2910
2150387,Melkerijstraat,1C,Essen,2910
2150388,Melkerijstraat,1C,Essen,2910
2150389,Melkerijstraat,1D,Essen,2910
2150390,Melkerijstraat,1D,Essen,2910
2150391,Melkerijstraat,1E,Essen,2910
2150392,Melkerijstraat,1E,Essen,2910
2150405,Heikantstraat,81,Essen,2910
2150406,Heikantstraat,81,Essen,2910
2150407,Heikantstraat,81,Essen,2910
2150695,Heikantstraat,85A,Essen,2910
2150696,Heikantstraat,85B,Essen,2910
2150697,Heikantstraat,85C,Essen,2910
2150708,Horendonk,265,Essen,2910
2151024,Melkerijstraat,5,Essen,2910
2151025,Melkerijstraat,5,Essen,2910
2151026,Moerkantsebaan,1,Essen,2910
2151027,Moerkantsebaan,1,Essen,2910
2151046,Moerkantsebaan,256,Essen,2910
2151047,Moerkantsebaan,256,Essen,2910
2151052,Moerkantsebaan,289,Essen,2910
2151053,Moerkantsebaan,291,Essen,2910
2151054,Moerkantsebaan,291,Essen,2910
2151055,Moerkantsebaan,291,Essen,2910
2151056,Moerkantsebaan,291,Essen,2910
2151057,Moerkantsebaan,291,Essen,2910
2151058,Moerkantsebaan,291,Essen,2910
2151063,Moerkantsebaan,32,Essen,2910
2151064,Moerkantsebaan,32,Essen,2910
2151089,Moerkantsebaan,41,Essen,2910
2151090,Moerkantsebaan,41,Essen,2910
2151091,Moerkantsebaan,41,Essen,2910
2151202,Heikantstraat,147,Essen,2910
2151235,Heikantstraat,145,Essen,2910
2151236,Leemstraat,16,Essen,2910
2151237,Leemstraat,16A,Essen,2910
2151421,Wijngaardstraat,9,Essen,2910
2151427,Moerkantsebaan,88,Essen,2910
2151428,Moerkantsebaan,88B,Essen,2910
2151429,Molenakkersstraat,36,Essen,2910
2151430,Molenakkersstraat,36,Essen,2910
2151431,Molenakkersstraat,36,Essen,2910
2151432,Molenakkersstraat,36,Essen,2910
2151433,Molenakkersstraat,36,Essen,2910
2151434,Molenakkersstraat,36,Essen,2910
2151451,Molenheide,17,Essen,2910
2151452,Molenheide,17,Essen,2910
2151453,Molenheide,17,Essen,2910
2151454,Molenheide,19,Essen,2910
2151455,Molenheide,19,Essen,2910
2151456,Molenheide,19,Essen,2910
2151457,Molenheide,21,Essen,2910
2151458,Molenheide,21,Essen,2910
2151459,Molenheide,21,Essen,2910
2151460,Molenheide,23,Essen,2910
2151461,Molenheide,23,Essen,2910
2151462,Molenheide,23,Essen,2910
2151463,Molenheide,25,Essen,2910
2151464,Molenheide,25,Essen,2910
2151465,Molenheide,25,Essen,2910
2151466,Molenheide,27,Essen,2910
2151467,Molenheide,27,Essen,2910
2151468,Molenheide,27,Essen,2910
2151469,Molenheide,29,Essen,2910
2151470,Molenheide,29,Essen,2910
2151471,Molenheide,29,Essen,2910
2151472,Molenheide,31,Essen,2910
2151473,Molenheide,31,Essen,2910
2151474,Molenheide,31,Essen,2910
2151475,Molenheide,33,Essen,2910
2151476,Molenheide,33,Essen,2910
2151477,Molenheide,33,Essen,2910
2151478,Molenheide,35,Essen,2910
2151479,Molenheide,35,Essen,2910
2151480,Molenheide,35,Essen,2910
2151481,Molenheide,2,Essen,2910
2151482,Molenheide,2,Essen,2910
2151483,Molenheide,2,Essen,2910
2151484,Molenheide,4,Essen,2910
2151485,Molenheide,4,Essen,2910
2151486,Molenheide,4,Essen,2910
2151487,Molenheide,6,Essen,2910
2151488,Molenheide,6,Essen,2910
2151489,Molenheide,6,Essen,2910
2151490,Molenheide,8,Essen,2910
2151491,Molenheide,8,Essen,2910
2151492,Molenheide,8,Essen,2910
2151493,Molenheide,10,Essen,2910
2151494,Molenheide,10,Essen,2910
2151495,Molenheide,10,Essen,2910
2151496,Molenheide,12,Essen,2910
2151497,Molenheide,12,Essen,2910
2151498,Molenheide,12,Essen,2910
2151504,Stationsstraat,125,Essen,2910
2151505,Stationsstraat,125,Essen,2910
2151506,Stationsstraat,125,Essen,2910
2151507,Stationsstraat,127,Essen,2910
2151508,Stationsstraat,127,Essen,2910
2151509,Stationsstraat,129,Essen,2910
2151510,Stationsstraat,129,Essen,2910
2151511,Stationsstraat,129,Essen,2910
2151512,Stationsstraat,131,Essen,2910
2151513,Stationsstraat,131,Essen,2910
2151520,Molenstraat,13,Essen,2910
2151521,Molenstraat,13,Essen,2910
2151522,Molenstraat,13,Essen,2910
2151523,Molenstraat,13,Essen,2910
2151524,Molenstraat,13,Essen,2910
2151525,Molenstraat,28,Essen,2910
2151526,Molenstraat,28,Essen,2910
2151527,Molenstraat,28,Essen,2910
2151606,Molenstraat,56,Essen,2910
2151607,Molenstraat,56,Essen,2910
2151608,Molenstraat,56,Essen,2910
2151609,Molenstraat,56,Essen,2910
2151610,Molenstraat,56,Essen,2910
2151611,Molenstraat,56,Essen,2910
2151710,Nieuwstraat,102,Essen,2910
2151711,Nieuwstraat,102,Essen,2910
2151712,Nieuwstraat,104,Essen,2910
2151713,Nieuwstraat,104,Essen,2910
2151714,Nieuwstraat,104,Essen,2910
2151715,Nieuwstraat,104,Essen,2910
2151716,Nieuwstraat,104,Essen,2910
2151717,Nieuwstraat,104,Essen,2910
2151718,Nieuwstraat,104,Essen,2910
2151719,Nieuwstraat,104,Essen,2910
2151720,Nieuwstraat,106,Essen,2910
2151721,Nieuwstraat,106,Essen,2910
2151722,Nieuwstraat,106,Essen,2910
2151723,Nieuwstraat,106,Essen,2910
2151724,Nieuwstraat,106,Essen,2910
2151725,Nieuwstraat,108,Essen,2910
2151726,Nieuwstraat,108,Essen,2910
2151727,Nieuwstraat,108,Essen,2910
2151728,Nieuwstraat,108,Essen,2910
2151729,Nieuwstraat,109,Essen,2910
2151911,Nieuwstraat,10,Essen,2910
2151912,Nieuwstraat,10,Essen,2910
2151913,Nieuwstraat,10,Essen,2910
2151914,Nieuwstraat,13,Essen,2910
2151915,Nieuwstraat,13,Essen,2910
2151916,Nieuwstraat,15,Essen,2910
2151917,Nieuwstraat,15,Essen,2910
2151918,Nieuwstraat,15,Essen,2910
2151919,Nieuwstraat,15,Essen,2910
2151920,Nieuwstraat,15,Essen,2910
2151921,Nieuwstraat,11,Essen,2910
2151922,Nieuwstraat,11,Essen,2910
2151923,Nieuwstraat,9,Essen,2910
2151924,Nieuwstraat,9,Essen,2910
2151925,Nieuwstraat,9,Essen,2910
2151926,Nieuwstraat,9,Essen,2910
2151927,Nieuwstraat,9,Essen,2910
2151928,Nieuwstraat,9,Essen,2910
2151929,Nieuwstraat,9,Essen,2910
2151930,Nieuwstraat,9,Essen,2910
2151931,Nieuwstraat,9,Essen,2910
2151932,Nieuwstraat,9,Essen,2910
2151933,Nieuwstraat,9,Essen,2910
2151934,Nieuwstraat,9,Essen,2910
2151935,Nieuwstraat,4,Essen,2910
2151936,Nieuwstraat,4,Essen,2910
2151937,Nieuwstraat,4,Essen,2910
2151938,Nieuwstraat,4,Essen,2910
2151945,Nieuwstraat,18,Essen,2910
2151946,Nieuwstraat,18,Essen,2910
2151947,Nieuwstraat,18,Essen,2910
2151948,Nieuwstraat,18,Essen,2910
2151949,Nieuwstraat,18,Essen,2910
2151950,Nieuwstraat,18,Essen,2910
2151954,Nieuwstraat,54,Essen,2910
2151955,Nieuwstraat,54,Essen,2910
2151956,Nieuwstraat,54,Essen,2910
2151957,Nieuwstraat,54,Essen,2910
2151958,Nieuwstraat,54,Essen,2910
2151959,Nieuwstraat,54,Essen,2910
2151960,Nieuwstraat,54,Essen,2910
2151961,Nieuwstraat,54,Essen,2910
2151962,Nieuwstraat,54,Essen,2910
2151963,Nieuwstraat,54,Essen,2910
2151964,Nieuwstraat,54,Essen,2910
2151965,Nieuwstraat,54,Essen,2910
2151966,Nieuwstraat,54,Essen,2910
2151967,Nieuwstraat,54,Essen,2910
2151968,Nieuwstraat,54,Essen,2910
2151969,Nieuwstraat,54,Essen,2910
2151970,Nieuwstraat,54,Essen,2910
2151971,Nieuwstraat,52,Essen,2910
2151972,Nieuwstraat,52,Essen,2910
2151973,Nieuwstraat,52,Essen,2910
2151974,Nieuwstraat,52,Essen,2910
2151975,Nieuwstraat,52,Essen,2910
2151976,Nieuwstraat,52,Essen,2910
2151977,Nieuwstraat,52,Essen,2910
2151978,Nieuwstraat,52,Essen,2910
2151979,Nieuwstraat,52,Essen,2910
2151980,Nieuwstraat,52,Essen,2910
2151981,Nieuwstraat,52,Essen,2910
2151982,Nieuwstraat,52,Essen,2910
2151983,Nieuwstraat,61,Essen,2910
2151984,Nieuwstraat,61,Essen,2910
2151985,Nieuwstraat,57,Essen,2910
2152799,Nieuwstraat,64,Essen,2910
2152800,Nieuwstraat,64,Essen,2910
2152801,Nieuwstraat,64,Essen,2910
2152802,Nieuwstraat,64,Essen,2910
2152803,Nieuwstraat,64,Essen,2910
2152804,Nieuwstraat,66,Essen,2910
2152805,Nieuwstraat,66,Essen,2910
2152806,Nieuwstraat,66,Essen,2910
2152807,Nieuwstraat,66,Essen,2910
2152808,Nieuwstraat,66,Essen,2910
2152809,Nieuwstraat,68,Essen,2910
2152810,Nieuwstraat,68,Essen,2910
2152811,Nieuwstraat,68,Essen,2910
2152812,Nieuwstraat,68,Essen,2910
2152819,Nieuwstraat,81,Essen,2910
2152820,Nieuwstraat,81,Essen,2910
2152821,Nieuwstraat,81,Essen,2910
2152822,Nieuwstraat,81,Essen,2910
2152823,Nieuwstraat,80,Essen,2910
2153037,Nieuwstraat,88,Essen,2910
2153038,Nieuwstraat,88,Essen,2910
2153039,Nieuwstraat,88,Essen,2910
2153040,Nieuwstraat,88,Essen,2910
2153041,Nieuwstraat,88,Essen,2910
2153042,Nieuwstraat,90,Essen,2910
2153043,Nieuwstraat,90,Essen,2910
2153044,Nieuwstraat,90,Essen,2910
2153045,Nieuwstraat,90,Essen,2910
2153108,Oude Baan,45,Essen,2910
2153276,Over d'Aa,165,Essen,2910
2153289,Over d'Aa,268,Essen,2910
2153290,Over d'Aa,29,Essen,2910
2153291,Over d'Aa,29,Essen,2910
2153292,Over d'Aa,29,Essen,2910
2153293,Over d'Aa,29,Essen,2910
2153294,Over d'Aa,38,Essen,2910
2153295,Over d'Aa,38,Essen,2910
2153296,Over d'Aa,38,Essen,2910
2153579,Stationsstraat,162,Essen,2910
2153580,Stationsstraat,164,Essen,2910
2153581,Stationsstraat,121,Essen,2910
2153582,Stationsstraat,121,Essen,2910
2153583,Stationsstraat,121,Essen,2910
2153697,Hofstraat,44,Essen,2910
2153698,Hofstraat,44,Essen,2910
2153699,Hofstraat,46,Essen,2910
2153700,Hofstraat,46,Essen,2910
2153701,Hofstraat,48,Essen,2910
2153702,Hofstraat,48,Essen,2910
2153703,Hofstraat,69,Essen,2910
2153704,Hofstraat,69,Essen,2910
2153809,Schanker,70,Essen,2910
2153828,Sint-Jansstraat,113,Essen,2910
2153829,Sint-Jansstraat,113,Essen,2910
2153845,Sint-Jansstraat,162,Essen,2910
2153846,Sint-Jansstraat,162,Essen,2910
2153847,Sint-Jansstraat,162,Essen,2910
2153848,Sint-Jansstraat,162,Essen,2910
2153849,Sint-Jansstraat,162,Essen,2910
2153867,Sint-Jansstraat,33,Essen,2910
2153868,Sint-Jansstraat,33,Essen,2910
2153869,Sint-Jansstraat,33,Essen,2910
2153870,Sint-Jansstraat,33,Essen,2910
2153871,Sint-Jansstraat,33,Essen,2910
2153872,Sint-Jansstraat,31,Essen,2910
2153873,Sint-Jansstraat,31,Essen,2910
2153874,Sint-Jansstraat,31,Essen,2910
2153875,Sint-Jansstraat,31,Essen,2910
2153876,Sint-Jansstraat,31,Essen,2910
2153877,Sint-Jansstraat,29,Essen,2910
2153878,Sint-Jansstraat,29,Essen,2910
2154067,Sint-Antoniusstraat,33,Essen,2910
2154068,Sint-Antoniusstraat,33,Essen,2910
2154069,Sint-Antoniusstraat,33,Essen,2910
2154070,Sint-Antoniusstraat,33,Essen,2910
2154071,Sint-Antoniusstraat,33,Essen,2910
2154072,Sint-Antoniusstraat,33,Essen,2910
2154073,Sint-Antoniusstraat,35,Essen,2910
2154074,Sint-Antoniusstraat,35,Essen,2910
2154075,Sint-Antoniusstraat,35,Essen,2910
2154076,Sint-Antoniusstraat,35,Essen,2910
2154077,Sint-Antoniusstraat,35,Essen,2910
2154080,Sint-Jansstraat,45,Essen,2910
2154081,Sint-Jansstraat,45,Essen,2910
2154082,Sint-Jansstraat,45,Essen,2910
2154090,Kloosterstraat,13,Essen,2910
2154091,Kloosterstraat,13,Essen,2910
2154092,Kloosterstraat,13,Essen,2910
2154093,Kloosterstraat,13,Essen,2910
2154094,Kloosterstraat,13,Essen,2910
2154095,Kloosterstraat,13,Essen,2910
2154512,Spijker,26,Essen,2910
2154513,Spijker,26,Essen,2910
2154514,Spijker,26,Essen,2910
2154515,Spijker,26,Essen,2910
2154522,Spoorwegstraat,10,Essen,2910
2154523,Spoorwegstraat,10,Essen,2910
2154524,Spoorwegstraat,22,Essen,2910
2154525,Spoorwegstraat,22,Essen,2910
2154526,Stationsstraat,101,Essen,2910
2154527,Stationsstraat,109,Essen,2910
2154528,Stationsstraat,109,Essen,2910
2154529,Stationsstraat,109,Essen,2910
2154538,Stationsstraat,115,Essen,2910
2154539,Stationsstraat,165,Essen,2910
2154540,Stationsstraat,165,Essen,2910
2154541,Stationsstraat,165,Essen,2910
2154542,Stationsstraat,165,Essen,2910
2154543,Stationsstraat,165,Essen,2910
2154544,Stationsstraat,165,Essen,2910
2154545,Stationsstraat,165,Essen,2910
2154546,Stationsstraat,165,Essen,2910
2154547,Stationsstraat,165,Essen,2910
2154548,Stationsstraat,165,Essen,2910
2154549,Stationsstraat,165,Essen,2910
2154550,Stationsstraat,165,Essen,2910
2154551,Stationsstraat,165,Essen,2910
2154552,Stationsstraat,185,Essen,2910
2154553,Stationsstraat,185,Essen,2910
2154554,Stationsstraat,185,Essen,2910
2154555,Stationsstraat,190,Essen,2910
2154556,Stationsstraat,190,Essen,2910
2154557,Stationsstraat,190,Essen,2910
2154558,Stationsstraat,190,Essen,2910
2154559,Stationsstraat,190,Essen,2910
2154560,Stationsstraat,190,Essen,2910
2154561,Stationsstraat,188,Essen,2910
2154562,Stationsstraat,188,Essen,2910
2154563,Stationsstraat,188,Essen,2910
2154564,Stationsstraat,188,Essen,2910
2154565,Stationsstraat,188,Essen,2910
2154566,Stationsstraat,188,Essen,2910
2154711,Stationsstraat,215,Essen,2910
2154712,Stationsstraat,22,Essen,2910
2154713,Stationsstraat,22,Essen,2910
2154714,Stationsstraat,22,Essen,2910
2154715,Stationsstraat,22,Essen,2910
2154716,Stationsstraat,22,Essen,2910
2154718,Stationsstraat,2,Essen,2910
2154719,Stationsstraat,2,Essen,2910
2154721,Stationsstraat,4,Essen,2910
2154722,Stationsstraat,4,Essen,2910
2154723,Stationsstraat,4,Essen,2910
2154731,Stationsstraat,239,Essen,2910
2154732,Stationsstraat,60,Essen,2910
2154733,Stationsstraat,60,Essen,2910
2154734,Stationsstraat,60,Essen,2910
2154735,Stationsstraat,60,Essen,2910
2154736,Stationsstraat,60,Essen,2910
2154737,Stationsstraat,68,Essen,2910
2154738,Stationsstraat,68,Essen,2910
2154739,Stationsstraat,68,Essen,2910
2154740,Stationsstraat,68,Essen,2910
2154741,Stationsstraat,68,Essen,2910
2154742,Stationsstraat,68,Essen,2910
2154743,Stationsstraat,90,Essen,2910
2154747,Steenovenstraat,81,Essen,2910
2154748,Steenovenstraat,81,Essen,2910
2154749,Steenovenstraat,81,Essen,2910
2154750,Steenovenstraat,81,Essen,2910
2154751,Steenovenstraat,81,Essen,2910
2155541,Steenpaal,48,Essen,2910
2155563,Veldweg,29,Essen,2910
2155564,Veldweg,29,Essen,2910
2155565,Veldweg,29A,Essen,2910
2155566,Veldweg,29A,Essen,2910
2156511,Steenovenstraat,76,Essen,2910
2156512,Steenovenstraat,76,Essen,2910
2156757,Vaartstraat,72,Essen,2910
2157234,Moerkantsebaan,73,Essen,2910
2157235,Moerkantsebaan,73,Essen,2910
2157236,Moerkantsebaan,73,Essen,2910
2157237,Moerkantsebaan,73,Essen,2910
2157238,Moerkantsebaan,73,Essen,2910
2157239,Moerkantsebaan,73,Essen,2910
2157240,Moerkantsebaan,73,Essen,2910
2157241,Moerkantsebaan,73,Essen,2910
2157242,Moerkantsebaan,73,Essen,2910
2157243,Moerkantsebaan,73,Essen,2910
2157244,Moerkantsebaan,73,Essen,2910
2157245,Moerkantsebaan,73,Essen,2910
2157246,Moerkantsebaan,73,Essen,2910
2157247,Moerkantsebaan,73,Essen,2910
2157248,Moerkantsebaan,73,Essen,2910
2157261,Molenstraat,2,Essen,2910
2157262,Molenstraat,2,Essen,2910
2157263,Molenstraat,2,Essen,2910
2157264,Molenstraat,2,Essen,2910
2157562,Schoolstraat,10,Essen,2910
2157563,Schoolstraat,10,Essen,2910
2157564,Schoolstraat,2,Essen,2910
2157565,Schoolstraat,2,Essen,2910
2157566,Schoolstraat,2,Essen,2910
2157567,Schoolstraat,4,Essen,2910
2157568,Schoolstraat,4,Essen,2910
2157569,Schoolstraat,4,Essen,2910
2157708,Sint-Jansstraat,35,Essen,2910
2157709,Sint-Jansstraat,35,Essen,2910
2157710,Sint-Jansstraat,35,Essen,2910
2157711,Sint-Jansstraat,35,Essen,2910
2157712,Sint-Jansstraat,35,Essen,2910
2157713,Sint-Jansstraat,35,Essen,2910
2157714,Sint-Jansstraat,35,Essen,2910
2157715,Sint-Jansstraat,35,Essen,2910
2157716,Sint-Jansstraat,35,Essen,2910
2157717,Spillebeekweg,2,Essen,2910
2157718,Spoorwegstraat,11,Essen,2910
2157719,Statievelden,22,Essen,2910
2224355,Sint-Jansstraat,27,Essen,2910
2225207,Nieuwstraat,21,Essen,2910
2225789,Nieuwstraat,21,Essen,2910
2237329,Moerkantsebaan,264,Essen,2910
2237599,Moerkantsebaan,258,Essen,2910
2237879,Moerkantsebaan,262,Essen,2910
2237953,Moerkantsebaan,262,Essen,2910
2238008,Moerkantsebaan,258,Essen,2910
2238208,Moerkantsebaan,264A,Essen,2910
2327340,Maststraat,2,Essen,2910
2327479,Maststraat,2,Essen,2910
2327572,Maststraat,2,Essen,2910
2327789,Kapelstraat,66,Essen,2910
2328320,Maststraat,2,Essen,2910
2328985,Maststraat,2,Essen,2910
2329078,Horendonk,282,Essen,2910
2329854,Kammenstraat,104,Essen,2910
2330488,Nieuwstraat,23,Essen,2910
2330631,Nieuwstraat,29,Essen,2910
2330966,Rodenbachlaan,49,Essen,2910
2332657,Stationsstraat,57,Essen,2910
2333989,Stationsstraat,92,Essen,2910
2334583,Stationsstraat,151,Essen,2910
2335652,Nieuwstraat,17,Essen,2910
2338658,Stationsstraat,120,Essen,2910
2339096,Stationsstraat,59,Essen,2910
2339525,Sint-Jansstraat,67,Essen,2910
2342732,Sint-Jansstraat,78,Essen,2910
2342934,Sint-Jansstraat,78,Essen,2910
2344478,Stationsstraat,103,Essen,2910
2344970,Spoorwegstraat,5,Essen,2910
2345224,Over d'Aa,63,Essen,2910
2345704,Steenovenstraat,21,Essen,2910
2346292,Stationsstraat,77,Essen,2910
2346687,Hemelrijk,85,Essen,2910
2347766,Hofstraat,42,Essen,2910
2348294,Spijker,94,Essen,2910
2354891,Stationsstraat,239,Essen,2910
2355301,Over d'Aa,152A,Essen,2910
2355512,Over d'Aa,152A,Essen,2910
2355858,Stationsstraat,65,Essen,2910
2356063,Heikantlaan,1,Essen,2910
2356967,Heikantlaan,1,Essen,2910
2357016,Spijker,83B,Essen,2910
2357159,Herdersbaan,3,Essen,2910
2357332,Spoorwegstraat,10,Essen,2910
2358030,Kalmthoutsesteenweg,256,Essen,2910
2358849,Moerkantsebaan,295,Essen,2910
2399112,Molenstraat,2,Essen,2910
2399463,Nieuwstraat,44,Essen,2910
2400756,Beliestraat,150,Essen,2910
2403064,Stationsstraat,147,Essen,2910
2403584,Molenstraat,2,Essen,2910
2403924,Kloosterstraat,49,Essen,2910
2404488,Statievelden,20,Essen,2910
2405034,Kerkstraat,29,Essen,2910
2406800,Kloosterstraat,49,Essen,2910
2408273,Maststraat,2,Essen,2910
2408693,Stationsstraat,154,Essen,2910
2411768,Burgem. Dierckxsensstraat,16,Essen,2910
2417152,Molenakkersstraat,58,Essen,2910
2417387,Veldweg,20,Essen,2910
2417677,Burgem. Dierckxsensstraat,12,Essen,2910
2418157,Kerkstraat,46,Essen,2910
2420174,Stationsstraat,67,Essen,2910
2420643,Kapelstraat,23,Essen,2910
2421431,Beliestraat,7,Essen,2910
2422201,Kammenstraat,36,Essen,2910
2422483,Maststraat,2,Essen,2910
2422576,Stationsstraat,50,Essen,2910
2423391,Sint-Antoniusstraat,2,Essen,2910
2425042,Beliestraat,20,Essen,2910
2425856,Maststraat,2,Essen,2910
2427511,Beliestraat,79,Essen,2910
2427711,Moerkantsebaan,202,Essen,2910
2428074,Heuvelplein,6,Essen,2910
2429832,Maststraat,2,Essen,2910
2431239,Kapelstraat,33,Essen,2910
2434249,Stationsstraat,187,Essen,2910
2435042,Nieuwstraat,51,Essen,2910
2435122,Heuvelplein,16,Essen,2910
2435152,Sint-Antoniusstraat,19,Essen,2910
2436681,Maststraat,2,Essen,2910
2436952,Molenakkersstraat,58,Essen,2910
2437473,dr. Jef Goossenaertsstraat,9,Essen,2910
2438427,Antwerpsesteenweg,28,Essen,2910
2439913,Kerkstraat,46,Essen,2910
2440139,Spillebeekweg,4,Essen,2910
2440318,Moerkantsebaan,280,Essen,2910
2441399,Molenakkersstraat,56,Essen,2910
2441816,Stationsstraat,181,Essen,2910
2444394,Maststraat,2,Essen,2910
2445648,Kapelstraat,25,Essen,2910
2446260,Spillebeekweg,4,Essen,2910
2447597,Burgem. Dierckxsensstraat,12,Essen,2910
2448123,Heikantstraat,123,Essen,2910
2448131,Kerkstraat,50,Essen,2910
2448360,Sint-Antoniusstraat,2,Essen,2910
2448716,Molenstraat,35,Essen,2910
2449282,Maststraat,2,Essen,2910
2449960,Kapelstraat,31,Essen,2910
2450630,Veldweg,21,Essen,2910
2451676,Sint-Antoniusstraat,19,Essen,2910
2452536,Kloosterstraat,1,Essen,2910
2453463,Statievelden,21,Essen,2910
2454322,Steenpaal,49,Essen,2910
2454799,Stationsstraat,76,Essen,2910
2455400,Kapelstraat,2,Essen,2910
2455821,Stationsstraat,76,Essen,2910
2456094,Molenakkersstraat,54,Essen,2910
2456993,Maststraat,2,Essen,2910
2457664,Stationsstraat,154,Essen,2910
2457824,Vaartkant,8,Essen,2910
2458096,Stationsstraat,108,Essen,2910
2459174,Stationsstraat,112,Essen,2910
2459657,Hemelrijk,71,Essen,2910
2460000,Stationsstraat,217,Essen,2910
2460210,Stationsstraat,147,Essen,2910
2461971,Burgem. Dierckxsensstraat,6,Essen,2910
2462651,Kapelstraat,58,Essen,2910
2464219,Handelsstraat,6,Essen,2910
2464454,Molenakkersstraat,38,Essen,2910
2464782,Kapelstraat,2,Essen,2910
2465631,Maststraat,2,Essen,2910
2466111,Kloosterstraat,1,Essen,2910
2466404,Maststraat,2,Essen,2910
2466975,Maststraat,2,Essen,2910
2467382,Kapelstraat,31,Essen,2910
2468384,Molenakkersstraat,54,Essen,2910
2469477,Molenakkersstraat,38,Essen,2910
2470583,Kapelstraat,31,Essen,2910
2470695,Kapelstraat,27,Essen,2910
2471122,Stationsstraat,107,Essen,2910
2471538,Kapelstraat,27,Essen,2910
2471913,Kerkstraat,48,Essen,2910
2472183,Stationsstraat,166,Essen,2910
2472406,dr. Jef Goossenaertsstraat,11,Essen,2910
2472424,Nieuwstraat,45,Essen,2910
2472866,Kerkstraat,68,Essen,2910
2475185,Spoorwegstraat,31,Essen,2910
2475232,dr. Jef Goossenaertsstraat,18,Essen,2910
2476252,Sint-Jansstraat,143,Essen,2910
2477067,Moerkantsebaan,293,Essen,2910
2477703,dr. Jef Goossenaertsstraat,15,Essen,2910
2477849,Maststraat,2,Essen,2910
2477963,Spoorwegstraat,15,Essen,2910
2478042,Kerkstraat,29,Essen,2910
2478487,Heuvelplein,17,Essen,2910
2480262,Spoorwegstraat,31,Essen,2910
2481025,Stationsstraat,133,Essen,2910
2481961,Maststraat,2,Essen,2910
2482936,Kapelstraat,13,Essen,2910
2483349,Sint-Antoniusplein,6,Essen,2910
2484831,Kapelstraat,29,Essen,2910
2485734,Sint-Antoniusstraat,1,Essen,2910
2488646,Stationsstraat,147A,Essen,2910
2488837,Struisven,12,Essen,2910
2488900,Hey-endlaan,51,Essen,2910
